[0.484, 13.0, 5.667, 0.803];[0.446, 8.667, 9.667, 0.796];[1, 0];
[0.47, 12.333, 14.667, 0.749];[0.426, 15.333, 9.333, 0.741];[1, 0];
[0.479, 9.333, 8.0, 0.773];[0.492, 11.667, 13.0, 0.827];[0, 1];
[0.474, 17.0, 8.667, 0.756];[0.392, 11.667, 11.667, 0.844];[0, 1];
[0.45, 17.667, 7.0, 0.672];[0.475, 10.667, 11.667, 0.806];[1, 0];
[0.456, 13.333, 6.333, 0.832];[0.411, 13.333, 13.667, 0.796];[0, 1];
[0.45, 13.667, 11.667, 0.78];[0.453, 16.667, 9.333, 0.872];[0, 1];
[0.452, 17.0, 9.0, 0.785];[0.52, 11.333, 6.0, 0.673];[1, 0];
[0.436, 13.333, 10.333, 0.665];[0.41, 11.667, 10.333, 0.735];[0, 1];
[0.471, 12.333, 9.667, 0.721];[0.506, 12.333, 10.0, 0.758];[1, 0];
[0.449, 14.333, 8.667, 0.672];[0.484, 19.333, 9.0, 0.663];[0, 1];
[0.471, 11.0, 10.0, 0.805];[0.447, 11.667, 11.667, 0.85];[0, 1];
[0.457, 12.0, 8.0, 0.775];[0.455, 14.667, 7.333, 0.878];[0, 1];
[0.443, 15.0, 13.333, 0.829];[0.448, 13.0, 7.667, 0.734];[1, 0];
[0.476, 12.333, 6.667, 0.802];[0.382, 10.333, 10.667, 0.848];[0, 1];
[0.433, 12.0, 10.333, 0.79];[0.467, 13.667, 8.667, 0.738];[0, 1];
[0.484, 12.667, 11.333, 0.78];[0.503, 11.333, 9.667, 0.792];[1, 0];
[0.42, 10.667, 10.0, 0.826];[0.422, 14.667, 10.0, 0.829];[1, 0];
[0.423, 13.0, 6.333, 0.697];[0.508, 13.333, 8.667, 0.857];[1, 0];
[0.462, 12.0, 10.0, 0.814];[0.503, 14.0, 10.667, 0.752];[1, 0];
[0.439, 11.333, 12.333, 0.701];[0.476, 7.333, 9.667, 0.803];[0, 1];
[0.481, 14.0, 8.667, 0.664];[0.467, 10.667, 7.667, 0.836];[0, 1];
[0.488, 15.333, 11.0, 0.854];[0.451, 14.667, 11.667, 0.684];[1, 0];
[0.448, 13.0, 7.667, 0.779];[0.447, 15.667, 7.0, 0.73];[0, 1];
[0.467, 15.0, 9.667, 0.757];[0.491, 13.667, 10.333, 0.715];[0, 1];
[0.462, 17.333, 8.667, 0.721];[0.475, 17.667, 9.667, 0.857];[0, 1];
[0.464, 12.667, 6.333, 0.762];[0.427, 12.0, 7.667, 0.736];[0, 1];
[0.525, 9.667, 7.333, 0.749];[0.496, 14.667, 11.333, 0.743];[1, 0];
[0.513, 15.667, 7.333, 0.686];[0.445, 13.0, 9.667, 0.709];[1, 0];
[0.459, 10.333, 10.333, 0.736];[0.459, 11.667, 11.0, 0.792];[0, 1];
[0.501, 14.0, 8.667, 0.702];[0.437, 11.333, 14.333, 0.604];[0, 1];
[0.499, 10.667, 8.333, 0.816];[0.479, 15.667, 10.0, 0.875];[0, 1];
[0.498, 14.333, 10.0, 0.689];[0.443, 18.333, 11.667, 0.761];[1, 0];
[0.446, 14.333, 9.0, 0.746];[0.428, 16.0, 12.667, 0.794];[1, 0];
[0.485, 14.333, 9.0, 0.777];[0.44, 15.667, 6.667, 0.787];[0, 1];
[0.423, 15.333, 8.333, 0.698];[0.463, 12.667, 8.333, 0.887];[0, 1];
[0.555, 17.667, 7.0, 0.732];[0.496, 15.0, 9.0, 0.921];[0, 1];
[0.416, 12.0, 14.0, 0.827];[0.447, 10.333, 8.0, 0.845];[0, 1];
[0.49, 15.333, 14.667, 0.786];[0.459, 15.0, 13.333, 0.803];[1, 0];
[0.447, 14.667, 7.0, 0.761];[0.447, 14.0, 8.333, 0.776];[1, 0];
[0.454, 14.667, 13.333, 0.827];[0.483, 14.333, 10.333, 0.799];[1, 0];
[0.478, 14.667, 8.667, 0.881];[0.431, 10.667, 12.667, 0.799];[0, 1];
[0.46, 11.333, 13.0, 0.675];[0.491, 15.667, 10.667, 0.739];[1, 0];
[0.475, 12.0, 4.667, 0.658];[0.51, 14.333, 9.0, 0.699];[1, 0];
[0.444, 16.0, 9.0, 0.741];[0.387, 15.333, 12.333, 0.726];[1, 0];
[0.436, 13.0, 15.0, 0.811];[0.378, 19.0, 8.0, 0.778];[1, 0];
[0.408, 17.0, 10.667, 0.808];[0.482, 14.667, 8.333, 0.792];[0, 1];
[0.504, 10.667, 6.667, 0.764];[0.455, 13.0, 11.667, 0.81];[0, 1];
[0.51, 17.667, 9.667, 0.829];[0.387, 14.667, 14.0, 0.784];[1, 0];
[0.451, 17.0, 11.0, 0.81];[0.452, 13.0, 8.667, 0.688];[0, 1];
[0.463, 14.0, 8.0, 0.833];[0.484, 9.0, 11.0, 0.765];[1, 0];
[0.454, 12.667, 9.0, 0.746];[0.475, 12.667, 12.667, 0.634];[1, 0];
[0.477, 13.667, 6.333, 0.749];[0.431, 16.333, 9.667, 0.855];[1, 0];
[0.498, 14.667, 6.333, 0.806];[0.448, 13.667, 10.0, 0.616];[0, 1];
[0.495, 10.333, 5.333, 0.788];[0.498, 12.667, 13.667, 0.766];[0, 1];
[0.48, 11.667, 8.333, 0.687];[0.498, 12.333, 8.333, 0.633];[1, 0];
[0.509, 14.333, 12.667, 0.735];[0.442, 17.0, 13.333, 0.83];[1, 0];
[0.483, 14.333, 7.0, 0.724];[0.473, 11.667, 8.333, 0.822];[1, 0];
[0.438, 11.0, 13.0, 0.881];[0.439, 13.333, 14.667, 0.76];[1, 0];
[0.453, 14.333, 12.0, 0.668];[0.456, 18.667, 11.0, 0.771];[0, 1];
[0.434, 10.0, 9.0, 0.785];[0.483, 13.0, 11.0, 0.829];[1, 0];
[0.452, 11.0, 10.0, 0.808];[0.469, 11.333, 8.667, 0.85];[1, 0];
[0.504, 14.0, 6.333, 0.737];[0.447, 15.667, 8.0, 0.756];[0, 1];
[0.471, 9.333, 7.333, 0.796];[0.499, 13.333, 8.667, 0.679];[1, 0];
[0.428, 12.0, 6.333, 0.743];[0.456, 10.0, 10.333, 0.746];[1, 0];
[0.407, 11.667, 10.0, 0.759];[0.387, 15.667, 14.333, 0.677];[1, 0];
[0.454, 12.667, 11.667, 0.72];[0.476, 12.0, 8.667, 0.778];[1, 0];
[0.474, 9.333, 11.333, 0.746];[0.518, 12.667, 8.0, 0.836];[1, 0];
[0.402, 11.333, 10.333, 0.812];[0.483, 13.667, 10.0, 0.808];[0, 1];
[0.442, 13.0, 8.0, 0.672];[0.48, 8.667, 6.333, 0.791];[0, 1];
[0.415, 16.667, 9.0, 0.796];[0.529, 13.0, 10.0, 0.809];[0, 1];
[0.403, 10.667, 9.667, 0.691];[0.493, 17.0, 11.0, 0.781];[0, 1];
[0.495, 14.667, 10.333, 0.777];[0.475, 20.0, 13.0, 0.799];[1, 0];
[0.487, 16.0, 6.0, 0.85];[0.447, 13.0, 9.667, 0.849];[1, 0];
[0.463, 12.333, 9.333, 0.776];[0.477, 14.667, 11.667, 0.735];[0, 1];
[0.435, 15.667, 8.667, 0.711];[0.406, 16.0, 13.667, 0.763];[1, 0];
[0.441, 14.667, 9.0, 0.777];[0.446, 11.667, 9.0, 0.749];[0, 1];
[0.458, 14.333, 9.333, 0.745];[0.449, 13.0, 8.333, 0.769];[1, 0];
[0.434, 14.667, 9.333, 0.783];[0.431, 15.0, 10.667, 0.815];[0, 1];
[0.494, 13.667, 7.667, 0.817];[0.435, 9.667, 7.333, 0.717];[0, 1];
[0.473, 12.667, 7.667, 0.819];[0.384, 16.0, 13.667, 0.675];[1, 0];
[0.419, 12.333, 10.333, 0.746];[0.466, 13.667, 11.333, 0.706];[1, 0];
[0.399, 10.667, 7.0, 0.754];[0.515, 14.333, 4.333, 0.684];[1, 0];
[0.492, 16.333, 8.333, 0.827];[0.465, 12.333, 8.0, 0.715];[0, 1];
[0.469, 13.667, 9.667, 0.897];[0.506, 12.0, 9.667, 0.683];[1, 0];
[0.527, 13.0, 6.333, 0.791];[0.456, 14.333, 12.333, 0.838];[1, 0];
[0.439, 12.667, 13.667, 0.767];[0.44, 14.667, 11.0, 0.687];[0, 1];
